--- 01-Retail.csv ---

Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,,,,,,,,,,මූදිල්ලා,
,,,,,,,,,,වන්න පරා,
,,,,,,,,,,කලංදා,
,,,,,,,,,,දිවුලා,
,,,,,,,,,,වව්වාලයා,900.0
,,,,,,,,,,පීලි දැල්ලා,700.0
,,,,,,,,,,කෙලවල්ලා (S),
,,,,,,,,,,හිගුරා,
,,,,,,,,,,ජීලාවා (S),
,,,,,,,,,,තෝරා (S),1120.0
,,,,,,,,,,බලයා  (S),
,,,,,,,,,,රතු දැල්ලා,
,,,,,,,,,,රතු ගල්මාළු,
,,,,,,,,,,කිරල පරා,
,,,,,,,,,,අංජිලා (s),
,,,,,,,,,,දැල්ලා (කපන),
,,,,,,,,,,සාවාලයා,
,,,,,,,,,,තෝරා (කපන),1800.0
,,,,,,,,,,පන්නා,
,,,,,,,,,,පරව් (කපන),1480.0
,,,,,,,,,,තලපත් (කපන),1130.0
,,,,,,,,,,කකුළුවා මස්,
,,,,,,,,,,සාලයා,200.0
,,,,,,,,,,තම්බුවා,
,,,,,,,,,,ඉස්සා (head less),
,,,,,,,,,,දැල්ලා (corn),790.0
,,,,,,,,,,ජීලාවා (කපන),
,,,,,,,,,,කුම්බලා (S),
,,,,,,,,,,කෙලවල්ලා කූරි,
,,,,,,,,,,කිරි මෝරා,680.0
,,,,,,,,,,තලපත් කූරි,
,,,,,,,,,,ඉස්සා Flowery,
,,,,,,,,,,කෙලවල්ලා (කපන),1230.0
,,,,,,,,,,තලපත් කෑලි,
,,,,,,,,,,සෙරයා,
,,,,,,,,,,කොස්සා,
,,,,,,,,,,අන්ගුලුවා,
,,,,,,,,,,කුනිස්සා,
,,,,,,,,,,කොරලි,
,,,,,,,,,,සප්පරා,
,,,,,,,,,,අංජීලා,1250.0
,,,,,,,,,,කොප්පරා (Mid Cut),1100.0
,,,,,,,,,,බබරා,
,,,,,,,,,,බෝල්ලා (S),
,,,,,,,,,,ඉස්සා (Clearn),2200.0
,,,,,,,,,,මුහුදු ඉස්සා,
,,,,,,,,,,කොප්පරා (Marlin),
,,,,,,,,,,පරා ඔලු,
,,,,,,,,,,ඇටිස්සා (S),
,,,,,,,,,,ලින්නා (S),
,,,,,,,,,,ෆාම් ඉස්සා,
,,,,,,,,,,කිරි ඉස්සා,
,,,,,,,,,,කට්ලට් මාඵ,
,,,,,,,,,,හැඩැල්ලා (S),
,,,,,,,,,,කීරමින් සාලයා,
,,,,,,,,,,කටු මැස්සා,
,,,,,,,,,,මල් ඉස්සා,
,,,,,,,,,,දැල්ලා (CLEARN),
,,,,,,,,,,මෝරා (කපන),
,,,,,,,,,,බල කූරි,
,,,,,,,,,,පරා පැටව්,
,,,,,,,,,,සැමන් පරව්,
,,,,,,,,,,පරාටි,
,,,,,,,,,,ලේන පරව් (s),
,,,,,,,,,,වැව් මාඵ,
,,,,,,,,,,ගිරවා,
,,,,,,,,,,කොප්පරා,
,,,,,,,,,,කෙලවල්ලා (S),480.0
,,,,,,,,,,තොරා කූරි,
,,,,,,,,,,තෙප්පිලි,
,,,,,,,,,,බතලයා,
,,,,,,,,,,පරා කෑලි,
,,,,,,,,,,ගල් මාඵ (කපන),1320.0
,,,,,,,,,,සුදු ඉස්සා,1240.0

--- 02-WH.csv ---

Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
Variety,,,2019,2020,,"% Change 3rd week September 2020, compared to:",,,,,,
Sinhala Name,,Common Name,3rd week September,2nd week September,3rd  week September,Last week ,Last Year,,,,,                                                                             
1,තෝරා,Seer (Nl),1480,1260,1275,0.011904761904761904,-0.13851351351351351,,තෝරා බිලී,1275.0,,
2,පරව් (ලොකු),Trevally (L),1185,587.5,630,0.07234042553191489,-0.46835443037974683,,තෝරා නයිලෝන්,900.0,,
3,ගල්මාළු (ලොකු),Rock fish (L),704.33,,,­,­,,පරව් (ලොකු),630.0,,
4,තලපත්,Sail fish,1327,663.5714285714286,840,0.26587728740581273,-0.36699321778447624,,පරව් (මධ්‍යම),765.0,,
5,බලයා,Skipjack tuna,760,406.42857142857144,388,-0.04534270650263624,-0.48947368421052634,,පරව් (කුඩා),662.5,,
6,කෙළවල්ලා,Yellowfin tuna,1140,652.5,666.6666666666666,0.021711366538952687,-0.41520467836257313,,කහ පරව්,830.0,,
7,සාලයා (මට්ට),Sardinella,292,169.28571428571428,185,0.09282700421940933,-0.3664383561643836,,කබර පරව්,637.5,,
8,මෝරා,Sharks,946.67,508.3333333333333,570,0.12131147540983611,-0.3978894440512533,,ඇට නගුල් පරව්,650.0,,
9,හුරුල්ලා,Herrings,540,333.3333333333333,374,0.12200000000000007,-0.3074074074074074,,පරාවි,500.0,,
10,කුම්බලා,Indian Mackerel,676.75,390,381.6666666666667,-0.02136752136752132,-0.4360300455608915,,අංජිලා (නයිලෝන්),933.0,,
11,කාරල්ලා,Pony fish,220,180,146.66666666666666,-0.18518518518518523,-0.33333333333333337,,අංජිලා (බිලී),1175.0,,
12,කටුවල්ලා,Katuwalla,­,,,­,,,බලයා (ටැංකි),300.0,,
13,හාල්මැස්සා,Anchovy,510,350,,,,,බලයා (ලොකු),388.0,,
14,ඉස්සා (M),"Prawns (M) 3""",1203.25,1083.3333333333333,987.5,-0.0884615384615384,-0.17930604612507792,,බලයා (මධ්‍යම),,,
15, කොප්පරා,Marlins,­,882.8571428571429,835,-0.05420711974110036,,,බලයා (කුඩා),310.0,,
16,අලගොඩුවා,Frigate tuna,462.5,425,320,-0.24705882352941178,-0.3081081081081081,,කෙලවල්ලා( ලොකු),666.6666666666666,,
17,ඇටවල්ලා,Atawalla,480,425,410,-0.03529411764705882,-0.14583333333333334,,කෙලවල්ලා (මධ්‍යම),,,
18,ඇටිස්සා,Red Bream,910,733.3333333333334,720,-0.018181818181818233,-0.2087912087912088,,කෙලවල්ලා (කුඩා),625.0,,
19,බෝල්ලා,Big eye scade,436.67,382.85714285714283,346.6666666666667,-0.09452736318407949,-0.20611293043564552,, කෙන්දා (බොකු සහිත) ,640.0,,
20,ගින්නටි පරව්,Ginnati Paraw,805,666.6666666666666,626,-0.06099999999999994,-0.22236024844720498,, කෙන්දා (G) ,650.0,,
21,හබරලි,Needle fish,648,600,552.5,-0.07916666666666666,-0.14737654320987653,,තලපත් (ලොකු),840.0,,
22,හැඩැල්ලා,Indian Anchovies,800,750,983.3333333333334,0.31111111111111117,0.2291666666666667,,තලපත් (කුඩා),,,
23,ජීලාවා,Barracuda,455,600,516.6666666666666,­,0.13553113553113544,,තලපත් (wet),920.0,,
24,ලින්නා,Indian Scad,397.67,330.7142857142857,265,-0.1987041036717063,-0.33361832675333825,,කොප්පරා (wet),,,
25,ලේන පරව්,Rainbow Runner,505,358,365,0.019553072625698324,-0.27722772277227725,,කොප්පරා,835.0,,
26,සුද්දා,Threadfin  Bream,582,492,429.1666666666667,-0.12771002710027096,-0.2626002290950744,,මෝරු (ශුද්ධ),570.0,,
27,සූඩයා,White Sardinella,200,141,124,-0.12056737588652482,-0.38,,කිරි මෝරා,650.0,,
28,දැල්ලා,Squids /Cuttle fish,1000,760.7142857142857,737.5,-0.030516431924882566,-0.2625,,ගල් මාළු (ලොකු),,,
29,කකුළුවා,Sea Crabs,1325,707.5,675,-0.045936395759717315,-0.49056603773584906,,ගල් මාළු (කුඩා),,,
30,තිලාපියා,Tilapia (M),505,430,395,-0.08139534883720931,-0.21782178217821782,,රතු ගල් මාළු ,,,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,,කොස්සා,,,
,,,,,,,,,ඇටිස්සා (මධ්‍යම),,,
,,,,,,,,,ඇටිස්සා (ලොකු),720.0,,
,,,,,,,,,ඇටිස්සා (කුඩා),500.0,,
,,,,,,,,,හබරලි (රවුම්),552.5,,
,,,,,,,,,හබරලි (පටි),625.0,,
,,,,,,,,,ජීලා (ලොකු),516.6666666666666,,
,,,,,,,,,ජීලා (මධ්‍යම),400.0,,
,,,,,,,,,ජීලා (කුඩා),375.0,,
,,,,,,,,,අලගොඩුවා (ලොකු),320.0,,
,,,,,,,,,අලගොඩුවා (මධ්‍යම),,,
,,,,,,,,,අලගොඩුවා (කුඩා),330.0,,
,,,,,,,,,ඇටවල්ලා (ලොකු),410.0,,
,,,,,,,,,ඇටවල්ලා(මධ්‍යම),400.0,,
,,,,,,,,,ඇටවල්ලා (කුඩා),340.0,,
,,,,,,,,,පියාමැස්සා (ලොකු),320.0,,
,,,,,,,,,පියාමැස්සා (මධ්‍යම),,,
,,,,,,,,,පියාමැස්සා (කුඩා),,,
,,,,,,,,,හුරුල්ලා,374.0,,
,,,,,,,,,ගල් හුරුල්ලා,380.0,,
,,,,,,,,,සාලයා(යක්),166.66666666666666,,
,,,,,,,,,සාලයා(මට්ට),185.0,,
,,,,,,,,,හාල්මැස්සා,,,
,,,,,,,,,සප්පරා (ශුද්ධ),512.5,,
,,,,,,,,,වන්නා,350.0,,
,,,,,,,,,දැල්ලා(පිලී),737.5,,
,,,,,,,,,දැල්ලා(ගෙබි),635.0,,
,,,,,,,,,දැල්ලා(කුඩා),454.0,,
,,,,,,,,,දැල්ලා (ශුද්ධ),975.0,,
,,,,,,,,,ඉස්සා (ලොකු),1150.0,,
,,,,,,,,,ඉස්සා (මධ්‍යම),987.5,,
,,,,,,,,,ඉස්සා (කුඩා),664.2857142857143,,
,,,,,,,,,සවරා,888.3333333333334,,
,,,,,,,,,මොරැල්ලා,316.0,,
,,,,,,,,,ලින්නා (ලොකු),265.0,,
,,,,,,,,,ලින්නා (කුඩා),,,
,,,,,,,,,සුද්දා,429.1666666666667,,
,,,,,,,,,මුහුදු කකුළුවා (ලොකු),675.0,,
,,,,,,,,,මුහුදු කකුළුවා (මධ්‍යම),,,
,,,,,,,,,මුහුදු කකුළුවා (කුඩා),380.0,,
,,,,,,,,,ලේන පරව්,365.0,,
,,,,,,,,,වව්වාලයා (ලොකු),,,
,,,,,,,,,වව්වාලයා (කුඩා),,,
,,,,,,,,,ලෝමැස්සා (ලොකු),487.0,,
,,,,,,,,,ලෝමැස්සා (මධ්‍යම),400.0,,
,,,,,,,,,ලෝමැස්සා (කුඩා),,,
,,,,,,,,,ගින්නටි පරව්,626.0,,
,,,,,,,,,කටුවල්ලා (ලොකු),,,
,,,,,,,,,කටුවල්ලා (මධ්‍යම),,,
,,,,,,,,,කටුවල්ලා (කුඩා),,,
,,,,,,,,,අගයා,400.0,,
,,,,,,,,,ගොඩයා (කුඩා),,,
,,,,,,,,,ගොඩයා (ලොකු),360.0,,
,,,,,,,,,කලන්දා,,,
,,,,,,,,,සූඩයා,124.0,,
,,,,,,,,,සිලින්දා,,,
,,,,,,,,,කාරල්ලා,146.66666666666666,,
,,,,,,,,,මාළු බිත්තර,,,
,,,,,,,,,තිලාපියා (කුඩා),,,
,,,,,,,,,තිලාපියා (මධ්‍යම),312.5,,
,,,,,,,,,තිලාපියා (ලොකු),395.0,,
,,,,,,,,,වෙල්ල සූඩයා,252.5,,
,,,,,,,,,තොණ්ඩයා,,,
,,,,,,,,,පොතුබරි,193.33333333333334,,
,,,,,,,,,මෝදා,750.0,,
,,,,,,,,,කිරලාවා,,,
,,,,,,,,,මඩුවා (ලොකු),326.6666666666667,,
,,,,,,,,,මඩුවා (මධ්‍යම),310.0,,
,,,,,,,,,මඩුවා (කුඩා),,,
,,,,,,,,,පානතඹුවා,,,
,,,,,,,,,ශුද්ධ කොයි,,,
,,,,,,,,,කුම්බලාවා,381.6666666666667,,
,,,,,,,,,බෝල්ලා,346.6666666666667,,
,,,,,,,,,හැඩැල්ලා,983.3333333333334,,
,,,,,,,,,සුරා පරව්,404.0,,
,,,,,,,,,සුරා පරව් (S),250.0,,
,,,,,,,,,දිවුලා,,,
,,,,,,,,,හිරි කනයා,,,
,,,,,,,,,ලූලා,,,
,,,,,,,,,බයිටා,330.0,,
,,,,,,,,,අංජිලා ,,,
,,,,,,,,,මූදිල්ලා,,,
,,,,,,,,,දැල්ලා(ලොකු),,,
,,,,,,,,,දැල්ලා(මධ්‍යම),,,
,,,,,,,,,කුම්බලාවා (S),,,
,,,,,,,,,බෝල්ලා (S),,,
