--- 01-Retail.csv ---

Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
27,සූඩයා,White Sardinella,100,­,­,­,­
28,දැල්ලා,Cuttle fish,953,950,1020,0.07368421052631578,0.07030430220356768
29,කකුළුවා,Sea Crabs,800,800,800,0,0
30,තිලාපියා,Thilapia (M),­,450,450,0,­
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,
Maharagama and Dematagoda fish markets.,,,440,,,,

--- 02-Wholesale.csv ---

Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2018,2019,,"% Change 2nd  week April 2019, compared to:",
Sinhala Name,,Common Name,2nd week April,1st week April,2nd week April,Last week ,Last Year
1,තෝරා,Seer (Nl),1170,1053.57,1225,0.16271344096737766,0.04700854700854701
2,පරව් (ලොකු),Trevally (L),512,438.33,500,0.14069308511851805,-0.0234375
3,ගල්මාළු (ලොකු),Rock fish (L),450,412.5,500,0.21212121212121213,0.1111111111111111
4,තලපත්,Sail fish,603,713.75,720,0.008756567425569177,0.19402985074626866
5,බලයා,Skipjack tuna,293,243.57,326.67,0.34117502155437873,0.11491467576791814
6,කෙළවල්ලා,Yellowfin tuna,560,457.14,602.5,0.317976987356171,0.07589285714285714
7,සාලයා (මට්ට),Sardinella,128,133.57,175,0.31017444036834624,0.3671875
8,මෝරා,Sharks,550,616.67,600,-0.027032286311965817,0.09090909090909091
9,හුරුල්ලා,Herrings,274,282.14,345,0.22279719288296596,0.2591240875912409
10,කුම්බලා,Indian Mackerel,450,418.33,493.75,0.1802882891497144,0.09722222222222222
11,කාරල්ලා,Pony fish,130,145,150,0.034482758620689655,0.15384615384615385
12,කටුවල්ලා,Katuwalla,250,286.67,265,-0.07559214427739218,0.06
13,හාල්මැස්සා,Anchovy,320,335,­,­,­
14,ඉස්සා (M),"Prawns (M) 3""",768,785.71,862.5,0.09773326036323829,0.123046875
15, කොප්පරා,Marlins,722,770,790,0.025974025974025976,0.09418282548476455
16,අලගොඩුවා,Frigate tuna,304,246.67,240,-0.027040175132768428,-0.21052631578947367
17,ඇටවල්ලා,Atawalla,305,325,390,0.2,0.2786885245901639
18,ඇටිස්සා,Red Bream,­,572,600,0.04895104895104895,­
19,බෝල්ලා,Big eye scade,300,360,412.5,0.14583333333333334,0.375
20,ගින්නටි පරව්,Ginnati Paraw,600,525,­,­,­
21,හබරලි,Needle fish,460,387.5,446.25,0.15161290322580645,-0.029891304347826088
22,හැඩැල්ලා,Indian Anchovies,847,750,­,­,­
23,ජීලාවා,Barracuda,484,525,550,0.047619047619047616,0.13636363636363635
24,ලින්නා,Indian Scad,181,220.71,363.33,0.6461873046078563,1.0073480662983425
25,ලේන පරව්,Rainbow Runner,301,364,320,-0.12087912087912088,0.06312292358803986
26,සුද්දා,Threadfin  Bream,470,401.43,426.67,0.0628752210846225,-0.0921914893617021
27,සූඩයා,White Sardinella,76,115,150,0.30434782608695654,0.9736842105263158
28,දැල්ලා,Squids /Cuttle fish,845,703.57,731.25,0.03934221186235904,-0.1346153846153846
29,කකුළුවා,Sea Crabs,460,600,600,0,0.30434782608695654
30,තිලාපියා,Tilapia (M),300,377.5,410,0.08609271523178808,0.36666666666666664
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,
